Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Bur of Indian Affair","","Administrative Tort","","TSP 0034-10R","TSP 0034-10R","201100951","009382011","12/21/2010","3275.08","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3275.08","N",
"Department of Commerce","","Administrative Tort","","NA","NA","201100952","009832011","12/17/2010","7214.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7214.00","N",
"Indian Health Svc","","Administrative Tort","","09-0209","09-0209","201100953","011622011","12/22/2010","151000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","151000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NER-2010-04047","TRT-NER-2010-04047","201100954","008492011","12/16/2010","4817.17","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4817.17","N",
"Department of Navy","","Administrative Tort","","J110069","J110069","201100956","009422011","12/21/2010","6204.96","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6204.96","N",
"Department of the Army","","Administrative Tort","","10-031-T110","10-031-T110","201100958","009462011","12/21/2010","9722.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9722.50","N",
"Department of Commerce","","Administrative Tort","","N/A","N/A","201100959","009442011","12/21/2010","25000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Bur of Indian Affair","","Administrative Tort","","2009-0551","2009-0551","201100960","009802011","12/17/2010","3847.01","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3847.01","N",
"Department of the Army","","Administrative Tort","","07421T050","07421T050","201100962","011882011","12/23/2010","35000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","35000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197-NY-304955","197-NY-304955","201100964","009432011","12/20/2010","3104.78","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3104.78","N",
"Department of the Air Force","","Administrative Tort","","AFB 10-2005","AFB 10-2005","201100965","009532011","12/20/2010","3148.59","28-USC-2672 Prop-Seize   ","Federal Tort Claims Act/Admin/Prop-Seize","0.00","","","0.00","","","0.00","","","3148.59","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 516-124287","GCL 516-124287","201100967","011602011","12/22/2010","70000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","70000.00","N",
"Bonneville Power","","Administrative Tort","","T-P-10-10","T-P-10-10","201100969","023992011","03/16/2011","5727.24","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5727.24","N",
"Internal Revenue Service/S&E","","Administrative Tort","","IRS # 10-046","IRS # 10-046","201100971","010392011","12/16/2010","3500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3500.00","N",
"Fish & Wildlife Svc","","Administrative Tort","","T-D-10-0058","T-D-10-0058","201100972","011612011","12/22/2010","3274.53","28-USC-2672  Fire-Flood  ","Federal Tort Claims Act/Admin/Fire-Flood","0.00","","","0.00","","","0.00","","","3274.53","N",
"Department of Veterans Affairs","","Administrative Tort","","101-13019","101-13019","201100973","009902011","12/17/2010","100000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","100000.00","N",
"Department of the Army","","Administrative Tort","","10051T043","10051T043","201100974","009812011","12/17/2010","4925.13","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4925.13","N",
"FEMA","","Administrative Tort","","90001284","90001284","201100975","010122011","12/17/2010","2815.74","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2815.74","N",
"Internal Revenue Service/S&E","","Administrative Tort","","IRS 10-098","IRS 10-098","201100976","010452011","12/21/2010","3415.18","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3415.18","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-KC-93656","197C-KC-93656","201100977","010422011","12/16/2010","5555.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5555.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-03706","IN-2010-03706","201100978","009402011","12/29/2010","420.97","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","420.97","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-10-5895","TRT-NCR-10-5895","201100979","009512011","12/21/2010","36.40","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","36.40","N",
"Department of the Air Force","","Administrative Tort","","AFB 08-88/89","AFB 08-88/89","201100980","009882011","12/17/2010","70000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","70000.00","N",
"Department of the Air Force","","Administrative Tort","","pafb 10-20","pafb 10-20","201100981","016392011","01/21/2011","2924.79","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","2924.79","N",
"Department of Navy","","Administrative Tort","","J110108","J110108","201100982","010152011","12/17/2010","5625.54","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5625.54","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL65775707","GCL65775707","201100983","010472011","12/16/2010","2791.88","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2791.88","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL-644-56432","GCL-644-56432","201100984","012292011","12/29/2010","81000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","81000.00","N",
"Department of the Air Force","","Administrative Tort","","HAFB 10-24","HAFB 10-24","201100985","013832011","01/11/2011","2574.60","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2574.60","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-02596","IN-2010-02596","201100989","012872011","01/06/2011","559.99","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","559.99","N",
"Department of Navy","","Administrative Tort","","J110079","J110079","201100990","010162011","12/17/2010","3172.83","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3172.83","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2010-04231","TRT-WXR-2010-04231","201100991","009892011","12/21/2010","259.52","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","259.52","N",
"Department of Navy","","Administrative Tort","","J101496","J101496","201100992","010172011","12/17/2010","15237.21","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15237.21","N",
"US Army Corps of Engineers","","Administrative Tort","","11N17T001","11N17T001","201100996","010362011","12/21/2010","9369.36","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9369.36","N",
"Department of the Air Force","","Administrative Tort","","10-38","10-38","201100998","010732011","12/22/2010","2554.19","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2554.19","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL65775124","GCL65775124","201100999","010722011","12/21/2010","7175.66","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7175.66","N",
"Forest Service","","Administrative Tort","","2008V00540","","201101000","011092011","12/21/2010","5000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","5000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2010-04160","TRT-NCR-2010-04160","201101004","009872011","12/21/2010","27.15","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","27.15","N",
"Department of Navy","","Administrative Tort","","J110347","J110347","201101007","009862011","12/17/2010","5442.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5442.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-NK-118638","197C-NK-118638","201101009","017632011","02/03/2011","3632.69","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3632.69","N",
"Department of the Army","","Administrative Tort","","10-031-T060","10-031-T060","201101010","010132011","12/17/2010","32000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","8000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","40000.00","N",
"Fish & Wildlife Svc","","Administrative Tort","","FWS.SE.0030, TC-01773","FWS.SE.0030, TC-01773","201101011","010142011","12/17/2010","52000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","52000.00","N",
"Environmental Protection Agency","","Administrative Tort","","TOR-10-040010","TOR-10-040010","201101012","008392011","12/09/2010","2847.69","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2847.69","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-02848","IN-2010-02848","201101014","009852011","12/21/2010","616.92","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","616.92","N",
"Bureau of Prisons","","Administrative Tort","","2009-02791","2009-02791","201101018","010972011","12/21/2010","84.50","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","84.50","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2010-03178","TRT-NCR-2010-03178","201101019","010642011","12/21/2010","85.50","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","85.50","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2010-03731","TRT-SER-2010-03731","201101020","009932011","12/21/2010","155.48","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","155.48","N",
"Department of Navy","","Administrative Tort","","J102114","J102114","201101021","011712011","12/23/2010","4478.04","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4478.04","N",
"Forest Service","","Administrative Tort","","2010040051-001","2010040051-001","201101027","010612011","12/21/2010","3187.66","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3187.66","N",
"Smithsonian Institution","","Administrative Tort","","TO08000008","TO08000008","201101028","012192011","12/23/2010","120000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","120000.00","N",
"DHS - Federal Protection Service","CBD-09-2118","Administrative Tort","","2009V00698","","201101030","010022011","12/17/2010","25000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL66256110","GCL66256110","201101031","010012011","12/17/2010","50000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Fed Aviation Admin","","Administrative Tort","","ATL-08-004","ATL-08-004","201101032","010432011","12/21/2010","21000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","21000.00","N",
"Natl Park Service","","Administrative Tort","","N/A","N/A","201101033","020182011","02/24/2011","25000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Food Safety & Inspec","","Administrative Tort","","N/A","N/A","201101034","010602011","12/21/2010","3526.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3526.50","N",
"Department of the Army","","Administrative Tort","","10-171-T038","10-171-T038","201101035","013682011","01/07/2011","10372.15","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10372.15","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2010-04817","TRT-WXR-2010-04817","201101037","010192011","12/21/2010","13.65","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","13.65","N",
"Bureau of Prisons","","Administrative Tort","","2010-04600","2010-04600","201101038","010002011","12/17/2010","3480.09","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3480.09","N",
"Department of Navy","","Administrative Tort","","J090939","J090939","201101039","011702011","12/23/2010","9438.29","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9438.29","N",
"Department of Navy","","Administrative Tort","","J093569","J093569","201101040","010282011","12/16/2010","7500.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","7500.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2010-03767","TRT-WXR-2010-03767","201101042","015742011","01/21/2011","24.05","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","24.05","N",
"Department of the Air Force","","Administrative Tort","","AFB 10-18","AFB 10-18","201101043","009992011","12/17/2010","6738.03","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6738.03","N",
"Department of Navy","","Administrative Tort","","J102112","J102112","201101045","016732011","01/27/2011","6950.98","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6950.98","N",
"Natl Park Service","","Administrative Tort","","09-509","09-509","201101049","008372011","12/09/2010","2919.02","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2919.02","N",
